-0.51464105,-0.36266804,-0.7641871,-1.8389404,0.49057984,2.516587,3.5241456,0.2319014,3.4461603,2.0473351,-1.317009,0.10740176,0.8657091,1.2042551,-0.202993,0.37821892,1.2182899,1.6435988,0.7874331,-0.47739384,-2.0663762,1.0972037,2.0728283,1.3036739,-1.6263757,-0.7195825,-1.2648989,3.6232493,-2.3986623,-1.3718495,-1.6914058,-2.5791435,-1.886209,0.016356695,-0.5605389,-1.0602561,-0.25165308,0.90399486,-0.5346354,-0.7929365
1.92391,-0.71926636,-1.735521,-1.0247157,2.7050357,0.5535936,2.4883032,-3.1176705,2.299963,1.5561427,-1.6205974,-1.7152267,1.5508033,2.0355475,2.5395687,-1.8958901,1.8988624,-1.972731,1.4300388,-2.2509854,-1.0188427,1.772039,-0.7621239,-1.0793437,-2.194703,-2.7630997,-3.1093295,-0.32360485,-3.2490923,2.277037,-1.8178517,-1.6478498,0.04171506,-1.8367302,1.9124937,-2.1601179,-2.008337,1.4572797,-3.3237908,1.3260052
3.208977,-4.009659,-5.304738,0.24107353,-0.75682735,-0.22926512,0.5305106,-0.30076638,1.6190522,-2.498782,1.5574665,0.5672224,0.5671434,-2.2473412,-1.3844326,2.1699452,-1.1220814,1.1571633,-0.24109346,0.2657459,1.5261147,-1.1468954,0.47941625,0.6849787,1.8870473,0.5763058,1.4501204,4.314804,1.524495,3.874509,1.5158958,2.5453181,0.58717215,1.825292,-1.5512248,1.6655878,0.46729255,-0.81837684,-4.3967338,0.60028046
1.4219749,-1.3883865,-3.3505774,-1.4720179,2.017879,-0.7732826,2.6068099,-2.1978223,2.4260252,1.0986291,-1.2418579,-2.4721498,3.0438194,1.5241491,2.0113199,-1.0486696,0.79444695,-1.537796,1.587438,-1.4430265,-0.634759,1.1918541,-1.0834032,-0.011150684,-1.1706022,-2.2665124,-2.0154207,0.031796157,-1.479742,3.1914048,-2.182821,1.0090793,0.5070958,-3.079954,1.6324831,-1.441339,-2.4603522,0.23749377,-1.9804802,2.4387815
6.1246786,-2.4264157,-6.139591,1.2868476,1.4855629,2.4306245,2.82449,-0.64786077,-0.4218889,-2.2855604,2.6584263,-0.69149905,3.5155163,-1.682297,2.8671045,1.8659209,1.631816,-1.8348196,0.7374193,-2.2391217,0.97416043,-0.9347655,1.1105254,1.7736546,2.0624468,-4.8398623,0.32137346,1.4564204,1.0587626,7.854118,0.7753434,-1.7728709,3.1858552,-3.3950036,-2.1731143,2.0407443,-2.6344006,2.7624846,-7.242299,2.0151987
1.1532413,-1.1066895,-2.7031398,-1.038633,1.6124672,0.6890438,2.6620748,-2.1744888,1.8871847,1.282427,-1.0893523,-2.6259832,2.8700855,1.6018122,2.6805313,-1.2603993,1.3623204,-2.3054008,1.793715,-1.5611181,-1.3290342,1.4409326,-0.72691166,0.55520415,-1.4494323,-2.718894,-1.8484045,-1.6927783,-0.4417473,3.6727548,-1.829399,0.4425906,0.7976184,-2.9606311,1.6371212,-1.3687024,-1.7992419,0.8299222,-2.6812394,2.9243748
4.5389895,-6.8427453,-4.611783,0.67990273,-0.6463831,-2.9385788,3.2718635,-1.1303469,1.3095082,-0.4831665,0.74369913,-1.9474342,0.5832648,-0.696277,1.0612278,0.5828192,-0.8450126,-0.032689784,1.1544641,-1.5383037,0.47651705,-0.13682191,-0.9241291,-0.5034738,1.0100842,-0.72068095,-0.41075575,-4.2819986,0.001734619,2.4109898,-0.25984895,0.090607464,1.1252148,-4.013263,0.18280569,1.4620261,-2.2405653,1.4569315,0.3338823,2.5288687
1.2737164,-1.4521519,-3.3940635,-0.61896646,1.3464975,-0.30988574,2.3047862,-2.0393968,2.5125368,1.2404987,-1.7259188,-2.8265328,2.778789,1.984368,2.2573473,-1.784485,1.0952708,-1.9696552,1.8808498,-1.4268439,-1.4350115,1.6050642,-0.571395,-0.20130344,-1.6330559,-2.1006155,-1.7099868,0.2127143,-2.2718694,3.4865792,-2.2562985,1.2247759,0.75340897,-2.6365516,1.8615693,-1.6972361,-2.731802,1.0712583,-2.937487,2.845223
2.6544554,-4.5370607,-4.948839,-1.7535208,0.6592414,-3.0069883,0.8318961,-0.17761412,2.5375154,-0.80147535,-0.8520162,-1.8261008,2.4890127,-0.21558091,1.0222574,0.35339224,0.26467374,0.18760209,1.6035881,-3.072324,1.0922517,-0.52563494,-3.2263389,-0.28378925,1.7278452,1.3393009,-0.8782527,3.1380012,-2.115914,6.5810337,-1.408935,4.7468123,0.071740076,0.02395514,1.2988576,-0.07246718,-3.9923513,-2.7639546,-0.25506076,4.2304544
2.2643263,-3.1331074,-4.8461556,0.7940041,-0.22617888,-2.3939984,3.6755965,-2.0173693,2.3308263,1.4075093,-1.4930239,-3.5864713,3.006579,1.8414221,2.4359553,-1.4394813,-0.07665995,-1.613881,1.7938478,-2.0067742,-1.5447758,1.2646946,-1.4128934,-2.0177395,-1.4221354,-3.5763683,-1.8148696,-1.0747313,-2.9717605,3.7328436,-2.0550473,0.53017133,0.9072988,-2.8337674,2.085543,-1.2919449,-2.9350443,1.7825878,-2.0996647,3.538767
