-0.08940166,-1.9017786,-2.3300602,-2.1806605,0.8578661,0.9887964,1.8451279,-1.6441131,2.0726428,1.9467491,-2.092621,0.36730275,2.8765743,2.6000535,-0.2724464,-1.552373,3.103958,-2.2423575,3.3821115,-2.2254965,-2.872044,2.4927106,1.764558,-2.5486333,-2.537213,-2.4868622,-1.3621961,1.220748,1.9328508,2.227588,-1.5845263,1.4234524,-4.6362605,-2.5850825,2.6553652,-1.081213,-2.6117609,2.5544703,-1.2022879,2.479677,-0.5646997,4.862766,2.1977983,0.10171783,-2.9604063,-2.6805239,-1.0524758,2.8454177,-2.2004037,-1.1397471
2.3821387,-1.3151306,-2.825226,-2.8793163,3.5027492,-0.44933063,2.9749818,-3.2544932,2.8943136,2.2515533,-2.4068663,-0.97740126,4.590332,3.43425,1.4838946,-3.711699,2.6672597,-2.6497822,3.3050961,-2.4397395,-4.4150124,2.5957434,2.1495965,1.9029131,-2.8986213,-2.749103,-3.5807881,-1.5685588,0.7060683,1.6316315,-2.039247,1.0358754,-1.4046081,-0.069416076,2.8397782,-3.80288,-2.4839654,2.5732617,-1.8306949,1.5451177,2.3426294,4.5039325,2.4428444,-0.89026177,-3.1685357,-3.513476,-2.314539,2.7032075,-1.2484473,1.3287572
1.9326658,3.4930406,0.91159153,-0.065474465,-2.2260647,3.5202365,-1.4927118,-2.7127306,1.2305796,-1.1938968,1.4185427,1.4835268,0.91439533,-1.4419466,8.80253,-3.2709987,-0.9849612,-2.6306455,3.2801647,0.9606522,-4.352397,-0.1090437,1.8194516,-2.834424,-0.24808455,1.5536999,0.83156914,-2.1961346,5.908926,-0.9399862,1.7660006,4.555008,2.8218634,-1.8018062,1.8759264,-4.8505826,1.3294101,-0.79780173,-1.3610966,-2.32556,3.8864586,1.5686332,-0.66342247,-4.273453,0.31464592,-0.6712514,1.2986598,-1.7143929,-6.77752,-3.2739174
3.9150417,-0.032185696,-2.5453799,-3.0281055,3.6310816,-0.39638805,2.5918434,-2.8113647,3.0681937,2.0428495,-2.5010138,-2.5454433,3.8098183,2.3315568,3.5654058,-2.9279406,2.375615,-2.9092338,3.2498853,-2.3854825,-3.595347,2.5625384,1.1583394,0.94211006,-2.7221432,-2.7375998,-3.0150774,1.3187617,1.4194204,3.4948363,-1.9564178,-0.93924516,0.7948038,-0.28674975,3.435839,-4.0573287,-2.435764,2.3195992,-2.305181,2.6688,4.350862,3.1218686,3.2474413,-2.265769,-3.31925,-3.1272216,-2.7525203,2.2538967,-3.6667943,2.5561042
1.2949018,3.1442482,0.59566534,-4.138995,1.0238503,-0.41286224,0.250207,-4.3414054,0.09981719,-0.4842101,1.413631,-1.4779392,6.7567344,-1.4721205,8.464267,-6.4369044,0.61538965,-2.6207232,5.782402,-0.005648352,-8.219753,0.3606778,-0.12119654,-0.32986122,-2.0699446,0.36458892,-1.5231401,0.30417147,6.346699,-1.2421592,0.58513373,-0.028544646,4.511558,-0.124041155,3.5171554,-6.6923256,-0.21612918,3.3613052,-1.2952119,-1.9597486,5.619376,2.523602,1.2117997,-5.2346277,-1.7414569,-4.5953374,2.1844037,-0.3004769,-6.638411,-2.2608938
3.9144125,0.35228536,-2.0152578,-2.482754,2.7025945,-0.4125257,2.0073993,-3.0835528,2.5203047,2.020306,-2.5580132,-1.9503956,3.0591426,2.7612283,2.162882,-2.3265169,3.141765,-2.4574077,2.4796376,-2.3559957,-2.3622427,1.9985973,-1.2785963,0.84152037,-2.656387,-2.7798882,-2.3628626,1.0942898,0.6113804,3.4623487,-2.5739708,0.7827817,-0.40687972,-0.7301848,3.423432,-3.510449,-2.5306323,1.9776884,-1.7523012,3.298858,4.5897045,2.949728,2.995774,-2.8804557,-3.072166,-2.958195,-3.0030751,2.1575117,-3.1777368,2.319229
-0.022488717,3.1386857,-1.2128155,-5.333864,2.799721,2.3173113,0.5600879,-3.546205,-0.7180138,-0.11333267,0.89843553,-6.573066,3.8344269,-1.9755559,7.069436,-6.4440665,-0.65491664,-5.2786503,3.664332,-1.4384731,-5.1288342,2.0716922,1.63143,1.9714386,-3.2368524,-0.4212065,-2.0769222,5.458234,-1.8609487,3.9879131,0.23933887,-5.0236497,7.0619164,1.5924143,3.211502,-0.76170206,-0.5469556,0.24092373,-3.4618824,-1.2295445,3.1582932,1.5298532,0.56899697,-1.4297717,-2.5965157,-0.08459269,1.1775393,0.48997968,-1.0106822,3.9512732
2.1498296,0.13342336,-2.2494793,-3.9266016,3.1977236,0.34856054,2.7170708,-2.5468078,3.1871123,2.2252579,-2.1709836,-1.7747774,3.3013747,1.9195477,3.6894567,-2.93293,2.4426613,-2.2363572,3.3863757,-2.3784797,-3.8516388,2.2520072,2.2899075,0.73014766,-2.5895228,-2.5136359,-3.2864962,0.49316853,1.4943652,2.598516,-1.6393117,-0.2698876,0.7632659,-0.032861274,3.2207808,-3.7415018,-2.4921052,2.5093648,-1.7893491,1.9096819,3.588961,3.837208,2.633557,-2.7520447,-2.9699464,-3.1003804,-1.9388142,2.3632426,-3.5058954,1.0948097
-0.86969614,6.875052,-1.2996564,-1.646166,3.321533,3.5372963,-0.27511325,-1.1480184,3.7734287,2.3381166,-0.79725933,-3.659264,0.88138616,-2.74759,5.3379416,-3.7247033,1.0003583,-2.1492672,2.6650033,-2.2898982,-3.5160556,2.789185,1.5080864,-0.70764935,-3.697616,-1.2679254,-5.5792108,2.2912416,2.2757623,1.4692891,1.1817234,2.128586,5.881913,0.7062827,2.9698644,-6.5965595,-1.8916383,-0.1952222,-2.9625432,0.08054992,7.545882,3.3206067,2.304721,-5.3857756,-0.2781484,-0.04963106,0.37900814,0.5743407,-6.4413195,0.36665705
3.0648823,2.0583782,-2.5003476,-4.437011,3.687488,1.3903481,2.5072246,-3.7503855,2.0125506,2.5714223,-2.0121913,-1.8910638,3.9029644,2.3380601,3.921905,-3.7139325,1.6743412,-2.5491674,3.7002482,-1.8230773,-4.297693,2.9167402,2.8204236,-0.36518133,-3.377342,-2.4487991,-2.6476364,0.85403323,0.1758806,3.639335,-1.9191611,-1.8696336,1.5567125,0.82464916,3.4325035,-3.5224495,-2.460765,2.0111969,-2.1602101,2.602561,3.6376932,3.7998755,2.8628728,-1.8269088,-3.5832882,-3.094224,-1.8734072,2.593439,-3.0376327,1.4003438
